"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","17","tests","test_sync","TestSync","","","test_sync_directory_without_remove_valid",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","7","tests","test_notify","TestNotify","","","test_send",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","0","tests","test_config_parser","TestConfigParser","","","test_smtp_password_invalids",""
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","11","tests","test_sync","TestSync","","","test_sync_directory_invalids",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","11","tests","test_sync","TestSync","","","test_file_exists_invalid",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","2","tests","test_notify","TestNotify","","","test_send_fail",""
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","12","tests","test_sync","TestSync","","","test_process_file_valids",""
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","11","tests","test_sync","TestSync","","","test_wanted_folder_empty",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","0","tests","test_notify","TestNotify","","","test_dry_run_send",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","19","tests","test_config_parser","TestConfigParser","","","test_read_config_valids",""
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","12","tests","test_sync","TestSync","","","test_wanted_file_invalids",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","10","tests","test_config_parser","TestConfigParser","","","test_get_sync_interval_valids",""
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","13","tests","test_sync","TestSync","","","test_process_folder_valids",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","0","tests","test_config_parser","TestConfigParser","","","test_smtp_email_invalids",""
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","15","tests","test_sync","TestSync","","","test_wanted_folder_multiple_paths",""
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","12","tests","test_sync","TestSync","","","test_remove_obsolete_invalids",""
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","12","tests","test_sync","TestSync","","","test_wanted_file_valids",""
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","13","tests","test_sync","TestSync","","","test_process_file_invalids",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","0","tests","test_config_parser","TestConfigParser","","","test_read_config_invalids",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","1","tests","test_config_parser","TestConfigParser","","","test_smtp_port_invalids",""
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","11","tests","test_sync","TestSync","","","test_process_folder_invalids",""
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","12","tests","test_sync","TestSync","","","test_wanted_parent_folder_invalids",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","0","tests","test_config_parser","TestConfigParser","","","test_prepare_destination_invalids",""
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","24","tests","test_sync","TestSync","","","test_sync_drive_valids",""
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","12","tests","test_sync","TestSync","","","test_wanted_folder_single",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","0","tests","test_config_parser","TestConfigParser","","","test_get_remove_obsolete_invalids",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","1","tests","test_config_parser","TestConfigParser","","","test_get_smtp_port_valids",""
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","12","tests","test_sync","TestSync","","","test_wanted_folder_multiple",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","10","tests","test_config_parser","TestConfigParser","","","test_get_verbose_invalids",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","0","tests","test_config_parser","TestConfigParser","","","test_smtp_host_invalids",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","10","tests","test_config_parser","TestConfigParser","","","test_prepare_destination_valids",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","0","tests","test_config_parser","TestConfigParser","","","test_get_smtp_password_valids",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","0","tests","test_config_parser","TestConfigParser","","","test_get_smtp_email_valids",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","13","tests","test_sync","TestSync","","","test_file_exists_valid",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","0","tests","test_notify","TestNotify","","","test_build_message",""
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","13","tests","test_sync","TestSync","","","test_remove_obsolete_valids",""
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","17","tests","test_sync","TestSync","","","test_sync_directory_with_remove_valid",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","19","tests","test_sync","TestSync","","","test_download_file_valids",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","9","tests","test_config_parser","TestConfigParser","","","test_get_username_invalids",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","0","tests","test_notify","TestNotify","","","test_throttling",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","9","tests","test_config_parser","TestConfigParser","","","test_get_verbose_valids",""
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","11","tests","test_sync","TestSync","","","test_wanted_parent_folder_valids",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","0","tests","test_notify","TestNotify","","","test_no_smtp_config",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","9","tests","test_config_parser","TestConfigParser","","","test_get_username_valids",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","20","tests","test_sync","TestSync","","","test_download_file_invalids",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","0","tests","test_config_parser","TestConfigParser","","","test_get_smtp_host_valids",""
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","12","tests","test_sync","TestSync","","","test_wanted_folder_invalids",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","17","tests","test_config_parser","TestConfigParser","","","test_get_remove_obsolete_valids",""
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","14","tests","test_sync","TestSync","","","test_sync_directory_without_folder_filter_valid",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","0","tests","test_config_parser","TestConfigParser","","","test_get_smtp_no_tls",""
"passed","Sun Aug 01 15:24:27 GMT 2021","Sun Aug 01 15:24:27 GMT 2021","0","tests","test_config_parser","TestConfigParser","","","test_get_sync_interval_invalids",""
"passed","Sun Aug 01 15:24:28 GMT 2021","Sun Aug 01 15:24:28 GMT 2021","14","tests","test_sync","TestSync","","","test_wanted_folder_single_path",""
